,Issuing Agent,Policy No,POLICY ACKNOWLED,CC_Month
127508,60076450,80135141,2023-03-10,1
127510,60076556,80135143,2023-03-04,1
127511,60076209,80134412,2023-02-28,2
127512,60005807,80134413,2023-02-27,2
127514,60075317,80134416,2023-02-27,2
127515,60075667,80134417,2023-02-28,2
127517,60074957,80135144,2023-03-04,1
127518,60076880,80135145,2023-03-06,1
127520,60075799,80134761,2023-03-02,1
127521,60076100,80134762,2023-03-04,1
127522,60076242,80134763,2023-03-02,1
127524,60075367,80134765,2023-03-06,1
127525,60076714,80134766,2023-03-08,1
127526,60076531,80134767,2023-03-06,1
127527,60073410,80135339,2023-03-05,1
127530,60074713,80135343,2023-03-07,1
127531,60077055,80135658,2023-03-10,1
127532,60077057,80135659,2023-03-10,1
127534,60074955,80135148,2023-03-04,1
127535,60076739,80135149,2023-03-09,1
127536,60071392,80135150,2023-03-04,1
127538,60074584,80135346,2023-03-10,1
127539,60073410,80135347,2023-03-06,1
127541,60076782,80135349,2023-03-07,1
127542,60075667,80134418,2023-02-28,2
127545,60074116,80134421,2023-02-28,2
127546,60076479,80134422,2023-03-06,1
127547,60076676,80134423,2023-03-04,1
127549,60076511,80134425,2023-02-28,2
127550,60074141,80134426,2023-02-28,2
127551,60074555,80134427,2023-02-28,2
127553,60076609,80134429,2023-03-06,1
127555,60076287,80135154,2023-03-04,1
127556,60076648,80135350,2023-03-07,1
127558,60075741,80135158,2023-03-07,1
127559,60074838,80135159,2023-03-07,1
127560,60075659,80135160,2023-03-07,1
127561,60075732,80135351,2023-03-04,1
127562,60073824,80135352,2023-03-08,1
127563,60076676,80134430,2023-03-01,1
127564,60075667,80134431,2023-03-02,1
127565,60075667,80134432,2023-02-28,2
127568,60075239,80135353,2023-03-06,1
127569,60075617,80135354,2023-03-10,1
127572,60073410,80135357,2023-03-06,1
127573,60074680,80135358,2023-03-07,1
127575,60076808,80135163,2023-03-07,1
127576,60076287,80135165,2023-03-07,1
127577,60076292,80135167,2023-03-05,1
127578,60074748,80135168,2023-03-06,1
127579,60075078,80135169,2023-03-04,1
127580,60076250,80134769,2023-03-06,1
127582,60076100,80134771,2023-03-04,1
127583,60076807,80134772,2023-03-03,1
127584,60076646,80135359,2023-03-07,1
127585,60075439,80135666,2023-03-09,1
127587,60076639,80135668,2023-03-06,1
127590,60075793,80135362,2023-03-07,1
127591,60071972,80135363,2023-03-07,1
127592,60074141,80134433,2023-02-28,2
127594,60076610,80134435,2023-03-05,1
127596,60009490,80134437,2023-02-27,2
127600,60076650,80134775,2023-03-03,1
127601,60074835,80134776,2023-03-02,1
127602,60076528,80134778,2023-03-02,1
127603,60076451,80134780,2023-03-02,1
127608,60073837,80135372,2023-03-08,1
127611,60076287,80135172,2023-03-07,1
127612,60076792,80135173,2023-03-07,1
127613,60075358,80135174,2023-03-07,1
127614,60075630,80135175,2023-03-06,1
127615,60076999,80135675,2023-03-06,1
127617,60076352,80135677,2023-03-06,1
127618,60075390,80134781,2023-03-07,1
127619,60074835,80134782,2023-03-02,1
127620,60076230,80134783,2023-03-08,1
127621,60076714,80134784,2023-03-03,1
127622,60076708,80134785,2023-03-03,1
127624,60074116,80134439,2023-02-28,2
127625,60076448,80134440,2023-02-28,2
127626,60074146,80134441,2023-02-28,2
127628,60074396,80134443,2023-02-27,2
127629,60074396,80134444,2023-02-28,2
127630,60076937,80135176,2023-03-08,1
127631,60076675,80135177,2023-03-06,1
127633,60076397,80135179,2023-03-04,1
127634,60076675,80135180,2023-03-06,1
127635,60074730,80134787,2023-03-02,1
127636,60076290,80134788,2023-03-05,1
127637,60075908,80134789,2023-03-02,1
127638,60076810,80134790,2023-03-02,1
127639,60076461,80135678,2023-03-06,1
127641,60073864,80135682,2023-03-07,1
127642,60076588,80135683,2023-03-06,1
127643,60076352,80135684,2023-03-05,1
127644,60074559,80134791,2023-03-03,1
127645,60075567,80134792,2023-03-01,1
127649,60076591,80134446,2023-02-28,2
127652,60076675,80135182,2023-03-06,1
127653,60074807,80135183,2023-03-07,1
127654,60074748,80135184,2023-03-06,1
127655,60075630,80135185,2023-03-06,1
127656,60076066,80134795,2023-03-03,1
127657,60075800,80134796,2023-03-02,1
127658,60074142,80134797,2023-03-06,1
127662,60075400,80134450,2023-02-27,2
127664,60075400,80134452,2023-02-28,2
127665,60075747,80134453,2023-02-28,2
127666,60076614,80134454,2023-02-27,2
127668,60075747,80134456,2023-02-28,2
127670,60076230,80134801,2023-03-08,1
127671,60076272,80134802,2023-03-07,1
127673,60076362,80135687,2023-03-06,1
127674,60076449,80135186,2023-03-08,1
127676,60076397,80135188,2023-03-03,1
127678,60076877,80135190,2023-03-03,1
127680,60010010,80134459,2023-02-26,2
127682,60076531,80134461,2023-02-28,2
127683,60076067,80134803,2023-03-01,1
127684,60076033,80134804,2023-03-08,1
127685,60076151,80134805,2023-03-08,1
127686,60076531,80134807,2023-03-06,1
127687,60076033,80134809,2023-03-08,1
127688,60074142,80134811,2023-03-06,1
127690,60010010,80134463,2023-02-26,2
127691,60076766,80134464,2023-03-09,1
127692,60074551,80134465,2023-02-28,2
127693,60074551,80134466,2023-02-28,2
127694,60076766,80134467,2023-03-09,1
127696,60074656,80134469,2023-02-28,2
127697,60076066,80134813,2023-03-03,1
127698,60076801,80134814,2023-03-06,1
127699,60076424,80134815,2023-03-02,1
127700,60077036,80135377,2023-03-08,1
127701,60076714,80134817,2023-03-08,1
127702,60020446,80134818,2023-03-02,1
127703,60076151,80134820,2023-03-08,1
127705,60075367,80134823,2023-03-06,1
127706,60076714,80134824,2023-03-03,1
127708,60076737,80134826,2023-03-07,1
127709,60075067,80134827,2023-03-07,1
127710,60076511,80134471,2023-02-28,2
127712,60076867,80135690,2023-03-06,1
127714,60076458,80135693,2023-03-06,1
127716,60076235,80135695,2023-03-10,1
127717,60075320,80135696,2023-03-06,1
127721,60076185,80134473,2023-02-28,2
127727,60076151,80134828,2023-03-08,1
127728,60076714,80134829,2023-03-08,1
127730,60076033,80134831,2023-03-08,1
127733,60074551,80134479,2023-02-28,2
127736,60076374,80134481,2023-02-27,2
127738,60076365,80134834,2023-03-01,1
127739,60075545,80135385,2023-03-09,1
127740,60073294,80135387,2023-03-08,1
127742,60074730,80134836,2023-03-02,1
127743,60074583,80134837,2023-03-10,1
127744,60076210,80134482,2023-02-27,2
127745,60074583,80134483,2023-03-10,1
127747,60076033,80134838,2023-03-08,1
127748,60076123,80134839,2023-03-02,1
127750,60075340,80135391,2023-03-08,1
127751,60076955,80135392,2023-03-06,1
127753,60077033,80135702,2023-03-09,1
127755,60076737,80134841,2023-03-07,1
127758,60074098,80134485,2023-03-07,1
127759,60072637,80134486,2023-03-02,1
127761,60075308,80134488,2023-02-28,2
127762,60076452,80134489,2023-02-28,2
127763,60074562,80134844,2023-03-03,1
127765,60076714,80134847,2023-03-03,1
127767,60074486,80134490,2023-02-27,2
127768,60075347,80134491,2023-02-27,2
127769,60076296,80134492,2023-02-26,2
127770,60074490,80134493,2023-02-27,2
127771,60075174,80134495,2023-02-27,2
127773,60076206,80135399,2023-03-10,1
127774,60076528,80134849,2023-03-02,1
127775,60075918,80134850,2023-03-08,1
127777,60076667,80135400,2023-03-08,1
127778,60076736,80135402,2023-03-08,1
127780,60074502,80134497,2023-02-27,2
127781,60074502,80134498,2023-02-27,2
127784,60076240,80134501,2023-02-27,2
127785,60076714,80134854,2023-03-08,1
127787,60071466,80134856,2023-03-08,1
127788,60076067,80134857,2023-03-01,1
127789,60076459,80134502,2023-03-06,1
127790,60075322,80134503,2023-03-02,1
127793,60075583,80134507,2023-03-01,1
127794,60074133,80135404,2023-03-08,1
127796,60074644,80134509,2023-03-03,1
127798,60076623,80134858,2023-03-02,1
127799,60076714,80134859,2023-03-03,1
127800,60076764,80134860,2023-03-03,1
127801,60041474,80134861,2023-03-02,1
127803,60075979,80135410,2023-03-07,1
127804,60074120,80134512,2023-02-28,2
127806,60052353,80134514,2023-02-28,2
127809,60076297,80135705,2023-03-06,1
127813,60076714,80134864,2023-03-03,1
127816,60076695,80134519,2023-03-07,1
127818,60076690,80134522,2023-03-08,1
127821,60076660,80135411,2023-03-08,1
127825,60076585,80135191,2023-03-03,1
127827,60076995,80135193,2023-03-06,1
127828,60076397,80135194,2023-03-10,1
127830,60076875,80135197,2023-03-08,1
127834,60074142,80134868,2023-03-06,1
127836,60074778,80134526,2023-03-03,1
127837,60075263,80134527,2023-03-02,1
127839,60076272,80134871,2023-03-01,1
127843,60076007,80134532,2023-03-08,1
127847,60075376,80135710,2023-03-09,1
127850,60076681,80135200,2023-03-02,1
127851,60076681,80135201,2023-03-07,1
127852,60020446,80134872,2023-03-02,1
127853,60076272,80134873,2023-03-01,1
127854,60076127,80134874,2023-03-04,1
127856,60076486,80134540,2023-03-02,1
127859,60070796,80135712,2023-03-10,1
127860,60076917,80135713,2023-03-07,1
127861,60076688,80135204,2023-03-07,1
127862,60075046,80134543,2023-03-10,1
127863,60074676,80134544,2023-03-03,1
127864,60073308,80134545,2023-03-02,1
127865,60075797,80134546,2023-03-02,1
127867,60076100,80134877,2023-03-04,1
127868,60043211,80134878,2023-03-05,1
127869,60076800,80134879,2023-03-07,1
127870,60076230,80134880,2023-03-08,1
127872,60076873,80134882,2023-03-07,1
127873,60076078,80135714,2023-03-06,1
127874,60073864,80135715,2023-03-07,1
127875,60076291,80135716,2023-03-06,1
127877,60076918,80135718,2023-03-07,1
127878,60076681,80135207,2023-03-07,1
127879,60076876,80134884,2023-03-06,1
127880,60076522,80134885,2023-03-02,1
127885,60077015,80135421,2023-03-08,1
127886,60076667,80135423,2023-03-08,1
127887,60075935,80135424,2023-03-10,1
127888,60074764,80135427,2023-03-06,1
127889,60076949,80135428,2023-03-07,1
127890,60076916,80135726,2023-03-06,1
127891,60076842,80135727,2023-03-07,1
127892,60076291,80135728,2023-03-06,1
127893,60075520,80135729,2023-03-08,1
127894,60076729,80135730,2023-03-09,1
127895,60075743,80135731,2023-03-09,1
127896,60070793,80135732,2023-03-10,1
127897,60077099,80135969,2023-03-09,1
127901,60074982,80135976,2023-03-09,1
127903,60076423,80135215,2023-03-09,1
127908,60076461,80135735,2023-03-05,1
127909,60076757,80135738,2023-03-09,1
127912,60076575,80134886,2023-03-03,1
127914,60076151,80134888,2023-03-08,1
127921,60075344,80135220,2023-03-10,1
127922,60076853,80135222,2023-03-09,1
127927,60059672,80136001,2023-03-10,1
127928,60076167,80136002,2023-03-10,1
127929,60074714,80136003,2023-03-09,1
127930,60005807,80136004,2023-03-10,1
127932,60076888,80135433,2023-03-08,1
127933,60055151,80135434,2023-03-07,1
127936,60076588,80135739,2023-03-06,1
127938,60075923,80135743,2023-03-06,1
127940,60076982,80136005,2023-03-10,1
127941,60077057,80136006,2023-03-09,1
127943,60076100,80134891,2023-03-04,1
127944,60076982,80136015,2023-03-10,1
127945,60074133,80135224,2023-03-08,1
127947,60075344,80135227,2023-03-10,1
127948,60075345,80135228,2023-03-10,1
127949,60076781,80135229,2023-03-06,1
127950,60076119,80135230,2023-03-07,1
127953,60076887,80135234,2023-03-07,1
127956,60075435,80135238,2023-03-09,1
127959,60075501,80135241,2023-03-07,1
127961,60075861,80135243,2023-03-08,1
127962,60076421,80136017,2023-03-10,1
127964,60074923,80135746,2023-03-08,1
127966,60076849,80135748,2023-03-09,1
127967,60020975,80135441,2023-03-07,1
127968,60075583,80136027,2023-03-10,1
127971,60076982,80136028,2023-03-10,1
127972,60077057,80136029,2023-03-10,1
127973,60076982,80136030,2023-03-10,1
127974,60076982,80136034,2023-03-10,1
127975,60020446,80134894,2023-03-02,1
127976,60075920,80134895,2023-03-03,1
127978,60072049,80134897,2023-03-03,1
127979,60076708,80135443,2023-03-08,1
127980,60075579,80135444,2023-03-07,1
127981,60076645,80135445,2023-03-07,1
127982,60076800,80134898,2023-03-07,1
127983,60076888,80134899,2023-03-07,1
127985,60076887,80134901,2023-03-03,1
127987,60075706,80136040,2023-03-10,1
127988,60075868,80134903,2023-03-05,1
127990,60076522,80134906,2023-03-03,1
127991,60075838,80134907,2023-03-02,1
127993,60076521,80134909,2023-03-02,1
127994,60076400,80134910,2023-03-06,1
127996,60076400,80134912,2023-03-06,1
127997,60075582,80136057,2023-03-10,1
127998,60076511,80136058,2023-03-10,1
127999,60076982,80135753,2023-03-08,1
128000,60073278,80135754,2023-03-10,1
128002,60076511,80136060,2023-03-10,1
128005,60076670,80135761,2023-03-09,1
128006,60075513,80135762,2023-03-08,1
128009,60026033,80135766,2023-03-08,1
128011,60076899,80135768,2023-03-07,1
128014,60076850,80135772,2023-03-07,1
128016,60076289,80135245,2023-03-07,1
128017,60076293,80135246,2023-03-06,1
128018,60076293,80135247,2023-03-07,1
128020,60076881,80135250,2023-03-08,1
128022,60076293,80135253,2023-03-07,1
128024,60076654,80135255,2023-03-07,1
128025,60076729,80135775,2023-03-09,1
128027,60074609,80135446,2023-03-08,1
128029,60075423,80135778,2023-03-09,1
128030,60076840,80135779,2023-03-08,1
128031,60075545,80135781,2023-03-09,1
128033,60075884,80135451,2023-03-06,1
128034,60041474,80134914,2023-03-02,1
128035,60076033,80134915,2023-03-08,1
128036,60075908,80134916,2023-03-02,1
128038,60076574,80134919,2023-03-10,1
128039,60075861,80135256,2023-03-08,1
128040,60076289,80135258,2023-03-06,1
128041,60076982,80135782,2023-03-08,1
128042,60076734,80135783,2023-03-08,1
128044,60075744,80135784,2023-03-09,1
128045,60076840,80135785,2023-03-09,1
128046,60076250,80134920,2023-03-05,1
128047,60074142,80134921,2023-03-07,1
128048,60076033,80134922,2023-03-08,1
128050,60074719,80134924,2023-03-07,1
128051,60071078,80135457,2023-03-07,1
128053,60076136,80135786,2023-03-08,1
128054,60075421,80135787,2023-03-08,1
128055,60076982,80135788,2023-03-08,1
128056,60076901,80135789,2023-03-08,1
128057,60076840,80135790,2023-03-08,1
128058,60074558,80135260,2023-03-06,1
128059,60076289,80135261,2023-03-06,1
128060,60074500,80135264,2023-03-09,1
128061,60076734,80135791,2023-03-08,1
128062,60075421,80135792,2023-03-08,1
128063,60075744,80135793,2023-03-09,1
128064,60075751,80135794,2023-03-09,1
128065,60076136,80135797,2023-03-08,1
128066,60075422,80135798,2023-03-08,1
128067,60075423,80135801,2023-03-08,1
128068,60076734,80135802,2023-03-08,1
128069,60075422,80135803,2023-03-08,1
128070,60076850,80135804,2023-03-07,1
128072,60075587,80135807,2023-03-07,1
128079,60075918,80134929,2023-03-08,1
128080,60076504,80134930,2023-03-02,1
128083,60076913,80135268,2023-03-07,1
128085,60076994,80135270,2023-03-08,1
128087,60076647,80135272,2023-03-07,1
128088,60076642,80135459,2023-03-06,1
128089,60076345,80135462,2023-03-08,1
128090,60077013,80135463,2023-03-07,1
128091,60076870,80134931,2023-03-03,1
128092,60076870,80134932,2023-03-03,1
128094,60075731,80134934,2023-03-02,1
128096,60074757,80135813,2023-03-07,1
128098,60074534,80135815,2023-03-07,1
128099,60074534,80135816,2023-03-07,1
128100,60075198,80135817,2023-03-07,1
128101,60075198,80135818,2023-03-07,1
128102,60075629,80135819,2023-03-07,1
128103,60076880,80134935,2023-03-06,1
128104,60076336,80134936,2023-03-06,1
128105,60074087,80134937,2023-03-10,1
128106,60073824,80134938,2023-03-07,1
128108,60076641,80135465,2023-03-06,1
128109,60076031,80135466,2023-03-06,1
128110,60074572,80135275,2023-03-09,1
128111,60076681,80135820,2023-03-07,1
128112,60076681,80135821,2023-03-07,1
128114,60076685,80134939,2023-03-06,1
128116,60076781,80135824,2023-03-09,1
128117,60031414,80135825,2023-03-09,1
128120,60076078,80135478,2023-03-06,1
128122,60076919,80134942,2023-03-03,1
128123,60075629,80135827,2023-03-07,1
128124,60077032,80135828,2023-03-09,1
128125,60076622,80135479,2023-03-06,1
128129,60076573,80135836,2023-03-10,1
128131,60076860,80134943,2023-03-06,1
128133,60076811,80135484,2023-03-06,1
128134,60076789,80135485,2023-03-06,1
128136,60075742,80135491,2023-03-08,1
128138,60076362,80135496,2023-03-07,1
128139,60074648,80135497,2023-03-09,1
128140,60075692,80135498,2023-03-09,1
128141,60075467,80135500,2023-03-08,1
128143,60075629,80135840,2023-03-07,1
128144,60076584,80135842,2023-03-07,1
128145,60076370,80135844,2023-03-10,1
128146,60076076,80135845,2023-03-07,1
128147,60075510,80135846,2023-03-07,1
128148,60076076,80135847,2023-03-07,1
128149,60076076,80135848,2023-03-07,1
128150,60074514,80135849,2023-03-07,1
128151,60076823,80135505,2023-03-10,1
128152,60076362,80135508,2023-03-07,1
128153,60074674,80135511,2023-03-07,1
128154,60076485,80135512,2023-03-08,1
128155,60076957,80135513,2023-03-07,1
128156,60075054,80135514,2023-03-07,1
128157,60076558,80135516,2023-03-08,1
128158,60076261,80135850,2023-03-08,1
128160,60075510,80135852,2023-03-07,1
128162,60076250,80135854,2023-03-09,1
128163,60076250,80135855,2023-03-10,1
128164,60075510,80135856,2023-03-07,1
128165,60076077,80135857,2023-03-07,1
128166,60076400,80135859,2023-03-07,1
128167,60076456,80135860,2023-03-09,1
128168,60076576,80135861,2023-03-08,1
128171,60076691,80135526,2023-03-07,1
128172,60057744,80135527,2023-03-06,1
128175,60076468,80135863,2023-03-09,1
128176,60076077,80135864,2023-03-07,1
128179,60057744,80135531,2023-03-06,1
128180,60076691,80135532,2023-03-07,1
128185,60076459,80135869,2023-03-10,1
128186,60076459,80135870,2023-03-10,1
128188,60075991,80135879,2023-03-09,1
128189,60076529,80135882,2023-03-07,1
128190,60076297,80135535,2023-03-06,1
128191,60077047,80135536,2023-03-06,1
128193,60076823,80135539,2023-03-06,1
128194,60075658,80135540,2023-03-06,1
128200,60075357,80135897,2023-03-07,1
128201,60075357,80135898,2023-03-07,1
128202,60075332,80135899,2023-03-08,1
128203,60075545,80135902,2023-03-09,1
128204,60076689,80135542,2023-03-07,1
128205,60076297,80135543,2023-03-06,1
128210,60076135,80135550,2023-03-08,1
128213,60077084,80135908,2023-03-09,1
128214,60076529,80135909,2023-03-07,1
128216,60077046,80135554,2023-03-06,1
128219,60076918,80135910,2023-03-09,1
128220,60077084,80135911,2023-03-09,1
128221,60077084,80135912,2023-03-09,1
128222,60076877,80135914,2023-03-08,1
128223,60076998,80135560,2023-03-09,1
128226,60076918,80135915,2023-03-08,1
128227,60077049,80135916,2023-03-08,1
128228,60076370,80135917,2023-03-09,1
128229,60077049,80135918,2023-03-08,1
128231,60076993,80135565,2023-03-06,1
128232,60077048,80135566,2023-03-06,1
128233,60057744,80135567,2023-03-06,1
128234,60076914,80135571,2023-03-06,1
128236,60076993,80135574,2023-03-06,1
128238,60076936,80135576,2023-03-09,1
128240,60076140,80135579,2023-03-08,1
128243,60075592,80135582,2023-03-09,1
128249,60076190,80135589,2023-03-07,1
128253,60075332,80135934,2023-03-08,1
128257,60076732,80135598,2023-03-09,1
128258,60076732,80135599,2023-03-09,1
128260,60076731,80135601,2023-03-09,1
128261,60076538,80135603,2023-03-07,1
128262,60076012,80135604,2023-03-10,1
128267,60076781,80135936,2023-03-09,1
128268,60076732,80135612,2023-03-09,1
128270,60076914,80135617,2023-03-06,1
128271,60076180,80135618,2023-03-06,1
128275,60076423,80135941,2023-03-09,1
128280,60075320,80135628,2023-03-06,1
128282,60076670,80135952,2023-03-08,1
128283,60076899,80135953,2023-03-09,1
128284,60074407,80135954,2023-03-08,1
128285,60076512,80135955,2023-03-08,1
128286,60076512,80135956,2023-03-08,1
128287,60076902,80135957,2023-03-08,1
128288,60074407,80135958,2023-03-08,1
128289,60075567,80135960,2023-03-10,1
128291,60076554,80135964,2023-03-10,1
128292,60075092,80135967,2023-03-10,1
128294,60075247,80132035,2023-01-31,3
128295,60074490,80132037,2023-01-30,3
128296,60074488,80132038,2023-01-30,3
128297,60075322,80132039,2023-01-31,3
128298,60074486,80132040,2023-01-31,3
128299,60075734,80132041,2023-01-31,3
128301,60074765,80132043,2023-02-07,2
128302,60075753,80132044,2023-01-30,3
128303,60074792,80132045,2023-01-30,3
128305,60074765,80132047,2023-01-31,3
128311,60013028,80132053,2023-01-19,3
128315,60075234,80132058,2023-01-31,3
128317,60011294,80132060,2023-02-06,2
128320,60075269,80132063,2023-01-18,3
128321,60075269,80132065,2023-01-18,3
128323,60075268,80132067,2023-01-18,3
128324,60075423,80132068,2023-02-02,2
128326,60074119,80132070,2023-01-19,3
128327,60074551,80132071,2023-01-30,3
128328,60075139,80132072,2023-02-03,2
128329,60074713,80132073,2023-01-30,3
128330,60074551,80132074,2023-01-30,3
128333,60075958,80132077,2023-01-31,3
128334,60076043,80132078,2023-01-31,3
128335,60075993,80132079,2023-01-31,3
128336,60076015,80132080,2023-01-31,3
128338,60074155,80132082,2023-01-31,3
128339,60074656,80132083,2023-02-03,2
128345,60075882,80132088,2023-01-18,3
128346,60075881,80132090,2023-01-18,3
128348,60071860,80132092,2023-01-30,3
128349,60075870,80132093,2023-01-18,3
128359,60075634,80132104,2023-01-31,3
128361,60074676,80132107,2023-01-31,3
128362,60076031,80132109,2023-01-27,3
128363,60075286,80132110,2023-01-31,3
128366,60076035,80132113,2023-02-08,2
128367,60074597,80132114,2023-02-02,2
128370,60071466,80132117,2023-02-06,2
128372,60074141,80132119,2023-02-01,2
128373,60075092,80132120,2023-01-31,3
128374,60074144,80132121,2023-01-31,3
128375,60074756,80132122,2023-02-06,2
128377,60074713,80132124,2023-01-30,3
128378,60074144,80132125,2023-01-31,3
128380,60074212,80132127,2023-01-19,3
128381,60074117,80132128,2023-02-01,2
128382,60074212,80132129,2023-01-19,3
128383,60075535,80132130,2023-01-19,3
128385,60075604,80132132,2023-01-31,3
128387,60075163,80132134,2023-02-02,2
128389,60075147,80132136,2023-02-08,2
128392,60075658,80132139,2023-01-30,3
128394,60029166,80132141,2023-02-03,2
128400,60072049,80132147,2023-01-30,3
128401,60075908,80132148,2023-01-31,3
128402,60075838,80132149,2023-02-01,2
128404,60043211,80132151,2023-01-30,3
128405,60075908,80132152,2023-01-31,3
128406,60075634,80132154,2023-01-31,3
128408,60074932,80132156,2023-02-05,2
128410,60071972,80132158,2023-01-27,3
128412,60076011,80132161,2023-01-31,3
128415,60075911,80132164,2023-01-31,3
128416,60076011,80132165,2023-01-31,3
128419,60076011,80132168,2023-01-31,3
128420,60076011,80132169,2023-01-31,3
128421,60076011,80132170,2023-01-31,3
128422,60074686,80132171,2023-01-31,3
128429,60075911,80132178,2023-01-31,3
128430,60075973,80132179,2023-02-09,2
128432,60075971,80132181,2023-02-06,2
128433,60076049,80132182,2023-02-07,2
128435,60075909,80132188,2023-02-04,2
128436,60075909,80132189,2023-02-04,2
128439,60075799,80132192,2023-02-02,2
128441,60075884,80132195,2023-01-31,3
128442,60075884,80132196,2023-01-31,3
128445,60072782,80132199,2023-02-03,2
128447,60076030,80132201,2023-01-31,3
128448,60075855,80132202,2023-02-02,2
128449,60075621,80132203,2023-01-31,3
128450,60075979,80132204,2023-02-02,2
128451,60076008,80132205,2023-02-06,2
128452,60075838,80132206,2023-02-01,2
128453,60075451,80132207,2023-02-05,2
128456,60069757,80132209,2023-02-06,2
128458,60075543,80132211,2023-02-03,2
128459,60074117,80132212,2023-02-04,2
128460,60076030,80132213,2023-01-31,3
128461,60076056,80132214,2023-02-07,2
128462,60075926,80132215,2023-01-31,3
128463,60076033,80132216,2023-02-06,2
128466,60049221,80132219,2023-02-14,2
128473,60032290,80132226,2023-02-01,2
128474,60075730,80132227,2023-01-31,3
128475,60075465,80132228,2023-02-01,2
128476,60076045,80132229,2023-02-01,2
128477,60076045,80132230,2023-02-01,2
128479,60075604,80132232,2023-01-31,3
128481,60075667,80132234,2023-01-31,3
128486,60075573,80132239,2023-01-31,3
128491,60075198,80132243,2023-01-31,3
128492,60075629,80132244,2023-01-31,3
128493,60075357,80132245,2023-01-31,3
128494,60075332,80132246,2023-01-31,3
128496,60074645,80132248,2023-02-13,2
128497,60074534,80132249,2023-01-31,3
128502,60074117,80132254,2023-02-04,2
128503,60075510,80132255,2023-01-31,3
128506,60075921,80132259,2023-02-02,2
128508,60074407,80132261,2023-01-31,3
128511,60075492,80132264,2023-01-31,3
128513,60009490,80132266,2023-02-03,2
128514,60075852,80132267,2023-01-31,3
128517,60075149,80132270,2023-01-31,3
128519,60076049,80132272,2023-02-07,2
128522,60075070,80132275,2023-02-05,2
128524,60076077,80132277,2023-01-31,3
128525,60075046,80132278,2023-02-06,2
128526,60076076,80132279,2023-01-31,3
128531,60075070,80132284,2023-02-05,2
128532,60076077,80132285,2023-01-31,3
128535,60075422,80132288,2023-02-09,2
128536,60057789,80132289,2023-02-08,2
128541,60075778,80132294,2023-02-01,2
128542,60075074,80132295,2023-02-06,2
128544,60075078,80132297,2023-02-06,2
128547,60076076,80132300,2023-01-31,3
128551,60075730,80132304,2023-01-31,3
128560,60057789,80132313,2023-02-08,2
128575,60075390,80132328,2023-02-04,2
128577,60074745,80132330,2023-01-31,3
128585,60075659,80132338,2023-01-31,3
128587,60020975,80132340,2023-02-09,2
128588,60074722,80132341,2023-02-09,2
128592,60075857,80132346,2023-02-27,2
128594,60075949,80132348,2023-01-31,3
128598,60074835,80132353,2023-01-31,3
128601,60074130,80132356,2023-02-01,2
128606,60075976,80132361,2023-02-05,2
128610,60075888,80132365,2023-02-02,2
128615,60075811,80132370,2023-02-06,2
128616,60074479,80132371,2023-02-02,2
128623,60075830,80132378,2023-02-11,2
128624,60074667,80132379,2023-02-01,2
128631,60075497,80132386,2023-02-06,2
128632,60075835,80132387,2023-02-07,2
128636,60075928,80132391,2023-02-07,2
128637,60075791,80132392,2023-02-06,2
128647,60075804,80132395,2023-02-07,2
128648,60075836,80132396,2023-02-07,2
128649,60075808,80132397,2023-02-07,2
